hostname_origin;pub_client_id;publish_connect_init;publish_connect_ack;publish_timestamp;publish_qos;hostname_destination;sub_client;arrival_timestamp;e2e_delay
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub4;2020-06-20 23:11:32.940523;0:00:00.407648
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub5;2020-06-20 23:11:32.943571;0:00:00.410696
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub2;2020-06-20 23:11:33.017698;0:00:00.484823
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub3;2020-06-20 23:11:32.920681;0:00:00.387806
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub5;2020-06-20 23:11:33.119289;0:00:00.579480
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub3;2020-06-20 23:11:33.189816;0:00:00.650007
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub6;2020-06-20 23:11:33.030317;0:00:00.497442
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub0;2020-06-20 23:11:33.004394;0:00:00.471519
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub4;2020-06-20 23:11:33.138292;0:00:00.598483
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub3;2020-06-20 23:11:33.249252;0:00:00.666458
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub2;2020-06-20 23:11:33.232781;0:00:00.692972
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub0;2020-06-20 23:11:33.254869;0:00:00.715060
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub3;2020-06-20 23:11:33.282518;0:00:00.665079
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub8;2020-06-20 23:11:32.990235;0:00:00.457360
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub8;2020-06-20 23:11:33.287492;0:00:00.747683
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub0;2020-06-20 23:11:33.288408;0:00:00.705614
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub7;2020-06-20 23:11:33.102311;0:00:00.569436
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub4;2020-06-20 23:11:33.270314;0:00:00.687520
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub2;2020-06-20 23:11:33.329029;0:00:00.746235
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub4;2020-06-20 23:11:33.358161;0:00:00.740722
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub8;2020-06-20 23:11:33.367388;0:00:00.784594
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub5;2020-06-20 23:11:33.287247;0:00:00.704453
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub6;2020-06-20 23:11:33.268093;0:00:00.728284
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub7;2020-06-20 23:11:33.382633;0:00:00.842824
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub8;2020-06-20 23:11:33.396017;0:00:00.778578
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.3;sub3;2020-06-20 23:11:33.299593;0:00:00.482385
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub2;2020-06-20 23:11:33.400609;0:00:00.783170
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub0;2020-06-20 23:11:33.367130;0:00:00.749691
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.3;sub8;2020-06-20 23:11:33.417737;0:00:00.600529
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.3;sub4;2020-06-20 23:11:33.400186;0:00:00.582978
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub5;2020-06-20 23:11:33.400578;0:00:00.783139
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub6;2020-06-20 23:11:33.398027;0:00:00.815233
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.817208;0;172.20.0.3;sub5;2020-06-20 23:11:33.475522;0:00:00.658314
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.3;sub4;2020-06-20 23:11:33.461656;0:00:00.596067
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub9;2020-06-20 23:11:33.121923;0:00:00.589048
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub9;2020-06-20 23:11:33.564146;0:00:01.024337
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub9;2020-06-20 23:11:33.570529;0:00:00.987735
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub9;2020-06-20 23:11:33.587748;0:00:00.970309
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.532875;0;172.20.0.3;sub1;2020-06-20 23:11:33.047814;0:00:00.514939
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.3;sub3;2020-06-20 23:11:33.504610;0:00:00.639021
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.3;sub8;2020-06-20 23:11:33.500740;0:00:00.635151
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.865589;0;172.20.0.3;sub5;2020-06-20 23:11:33.591030;0:00:00.725441
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.582794;0;172.20.0.3;sub7;2020-06-20 23:11:33.645843;0:00:01.063049
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub7;2020-06-20 23:11:33.654854;0:00:01.037415
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.617439;0;172.20.0.3;sub6;2020-06-20 23:11:33.593188;0:00:00.975749
172.20.0.3;pub0;2020-06-20 23:11:32.458416;2020-06-20 23:11:32.532114;2020-06-20 23:11:32.539809;0;172.20.0.3;sub1;2020-06-20 23:11:33.605556;0:00:01.065747
